file_name,transcript
34.wav,ഫ്ലാറ്റുകളുടെ അവശിഷ്ടങ്ങള് കൈകാര്യം ചെയ്യുന്നതില് വീഴ്ച വരില്ലെന്നും ഇതിനുളള പദ്ധതി തയ്യാറാക്കിയിട്ടുണ്ടെന്നും സബ് കലക്ടര് സ്നേഹില് കുമാര് പറഞ്ഞു
35.wav,കുട്ടിയുടെ ജീവന് വരെ ഭീഷണിയാവുന്ന തരത്തില് ഈ വിരകള് വളര്ന്നിരുന്നുവെന്നും യഥാമസമയത്ത് ശസ്ത്രക്രിയ നടത്തിയതിനാല് ജീവന് അപകടമുണ്ടായില്ലെന്നും ഡോക്ടര്മാര് പറഞ്ഞു
36.wav,ക്വട്ടേഷന് സംഘത്തെ ഉപയോഗിച്ചു നടത്തിയ സംഭവത്തിൽ സംഘത്തിലെ രണ്ട് പേരും പൊലീസിന്റെ പിടിയിലായിട്ടുണ്ട്
37.wav,എന്തൊക്കെയാണ് ഇത്തരത്തില് നമുക്ക് എട്ടിന്റെ പണി തരുന്ന വസ്തുക്കള് എന്നു നോക്കാം
38.wav,അതിനിടെ ഐസിസിനേ വേണ്ടി ട്വിറ്റർ അക്കൌണ്ട് പ്രവർത്തിപ്പിച്ചിരുന്നത് താൻ തന്നെയാണെന്ന് ബെംഗളൂരുവിൽ പിടിയിലായ മെഹ്ദി മസ്രൂർ ബിശ്വാസ് സമ്മതിച്ചു
39.wav,പൊട്ടിത്തെറിച്ച ഗ്യാസ് സിലിണ്ടറിന്റെ ചീളുകള് പരിക്കേറ്റവരുടെ മുഖത്തും കഴുത്തിലുമാണ് പതിച്ചതെന്ന് ദൃക്സാക്ഷികള് പറഞ്ഞു
40.wav,ആണിയെക്കുറിച്ചും പെട്രോളിനെക്കുറിച്ചും ബസ്സുകളെ കുറിച്ചുമുള്ള പരാമർശങ്ങളുമായി ആറാംപടിയിൽ നിൽക്കുന്ന ഗ്രന്ഥകാരനെ നമുക്കു കാണാം
41.wav,മുൻകായികതാരമായ ദിൽഷാദ് ഇപ്പോൾ സെൻട്രൽ എക്സൈസ് കസ്റ്റംസ് ഡിപ്പാർട്ട്മെന്റിൽ ജോലി നോക്കുകയാണ്
42.wav,തനിക്കോ തന്റെ ബന്ധുക്കള്ക്കോ കക്കാടംപൊയിലില് പാറമടകളില്ലെന്നും ആരോപണം ഉന്നയിക്കുന്നവര് തെളിയിക്കണമെന്നും അന്വര് ഫേസ്ബുക്കില് കുറിച്ചു
43.wav,ഇന്ന് വൈകുന്നേരം നാല് മണിയോടെ നെല്ലനാട് ഭൂതമടക്കി പ്ലാപ്പെട്ടിയില് വച്ചായിരുന്നു സംഭവം
44.wav,ഈ ഉൽപന്നം അലർജിക്ക് കാരണമായേക്കാമെന്നതിനാൽ ഇത് പരീക്ഷണാടിസ്ഥാനത്തിൽ പരീക്ഷിക്കുന്നത് നല്ലതാണ്
45.wav,അപൂര്വമായി ബൌള് ചെയ്യാറുള്ള ന്യൂസിലാന്റ് നായകന് കെയ്ന് വില്യംസനും റിപ്പോര്ട്ട് ചെയ്യപ്പെട്ടിട്ടുണ്ട്
46.wav,ഇതിനു പിന്നാലെ പാക്കിസ്ഥാനിലെ ജയ്ഷെ ഭീകര ക്യാംപിൽ ഇന്ത്യ മിന്നലാക്രമണം നടത്തി
47.wav,വസ്ത്രധാരണം ന് ര്ഹിനെസ്തൊനെസ് നിറം ലെ തിളക്കമാർന്ന ഘടകങ്ങൾ ഉപയോഗിച്ച് ഏറ്റവും വലിയ ജ്വല്ലറി ആക്സസറികളും തിരഞ്ഞെടുക്കുക
48.wav,എന്നാല് പുറത്തായ വനിതാ വിജയകുമാര് തിരികെ വന്നതും വൈല്ഡ് കാര്ഡ് എന്ട്രിയിലൂടെ നടി കസ്തൂരി എത്തിയതും പ്രശ്നങ്ങള് ഉണ്ടാകാന് കാരണമാവുകയായിരുന്നു
49.wav,നടി മാത്രമല്ല മറ്റു പലരുമായും ദിലീപിനു കച്ചവട ബന്ധങ്ങൾ ഉണ്ടെന്നും മനസ്സിലായി
50.wav,കഴിഞ്ഞ ജൂണിൽ പാർട്ടി അംഗത്വം നേടിയ ഇയാളെ ഐടി വിഭാഗത്തിന്റെ പ്രചാരകനായി സൂറത്ത് സിറ്റിയിലെ ഒരു വാർഡിൽ നിയമിക്കുകയും ചെയ്തു
51.wav,എല്ലാ കാലാവസ്ഥയിലും പൈനാപ്പിൾ വിളയുമെങ്കിലും വാണിജ്യാടിസ്ഥാനത്തിൽ കൃഷി ചെയ്യുമ്പോൾ സ്ഥലത്തിന്റെ ഘടന ശ്രദ്ധിക്കണം
52.wav,സംസ്ഥാനത്ത് തന്നെ ഏറ്റവും കൂടുതല് കേന്ദ്ര പദ്ധതികള് നടപ്പിലാക്കിയ ഒരു മണ്ഡലമാണ് കോഴിക്കോട്ട്
53.wav,സ്വന്തം കഴിവ് ഉപയോഗിച്ച് സ്വന്തം പ്രശ്നങ്ങൾക്ക് പ്രതിവിധി കാണാനാണ് അവർ ഇഷ്ടപ്പെടുന്നത്
54.wav,നാട്ടില് നിന്നുള്ള ധാരണയനുസരിച്ച് രണ്ടാം പ്രതിയാണ് ജബല് അലി പോര്ട്ടിലൂടെ മയക്കുമരുന്നു ഗുളികകള് രാജ്യത്തെത്തിച്ചത്
55.wav,കഴിഞ്ഞ വർഷം ഫെബ്രുവരിയിൽ ഖത്തറിൽവെച്ച് നടന്ന ചർച്ചയിലാണ് അഫ്ഗാൻ ഭരണകൂടവും താലിബാനും തമ്മിലുള്ള വെടിനിർത്തൽ കരാർ പ്രാബല്യത്തിൽ വന്നത്
56.wav,മുകളില് തന്നെ പിടിച്ചു നില്ക്കാനുള്ള ശ്രമം വിജയിക്കില്ലെന്നായപ്പോള് ഞാന് ഒരു ഉപാധി വെച്ചു
57.wav,പകുതി കാര്യമായും പകുതി കളിയായുമാണ് ഇങ്ങനെ പറയാറുള്ളതെങ്കിലും തമിഴകത്തിന്റെ വിധിയെഴുത്ത് ഇക്കാര്യത്തില് പിഴക്കാറില്ലെന്നതാണ് സത്യം
58.wav,എന്നാല് നടി നിര്മ്മാതാവിനെ ബ്ലാക്ക് മെയില് ചെയ്യുന്ന ഓഡിയോ സന്ദേശം മനോരമ ന്യൂസ് പുറത്തുവിട്ടു
59.wav,ഇരുവരും തമ്മില് ഇപ്പോള് വാക്കേറ്റം അരങ്ങേറിയിരിക്കുന്നു ഒരു ചാനല് ചര്ച്ചയ്ക്കിടെ ആയിരുന്നു സംഭവം
60.wav,ഈ ചിത്രം എടുക്കുന്നസമയം വയറും കുടലും തന്റെ കൈകളിലായിരുന്നു എന്ന് മെല് കുറിക്കുന്നു
61.wav,ഭരണകൂട ഭീകരതയെ ഭയന്ന് ഈ സംസ്ഥാനങ്ങളിലെ സാധാരണക്കാര്ക്ക് ജീവിക്കാന് കഴിയാത്ത അവസ്ഥയാണ്
62.wav,ശോഭനാ കുമാരിയെ അറസ്റ്റ് ചെയ്ത് ആശുപത്രിയിലേക്ക് മാറ്റിയതിനെത്തുടര്ന്ന് മറ്റ് നാല് പേര് നിരാഹാരസമരം തുടരുകയാണ്
63.wav,അദ്ദേഹമാണ് ട്രംപിന്റെ കുഴപ്പം പിടിച്ച വിദേശനയത്തിന്റെ പിന്നിലെ പ്രധാനി എന്നാണ് വിചാരിക്കേണ്ടത്
64.wav,തെരഞ്ഞെടുപ്പിനും അതിന് മുമ്പും സാമൂഹിക മാധ്യങ്ങളിലൂടെ സ്വാധീനം വര്ദ്ധിപ്പിക്കാന് ഒബാമയ്ക്കായി
65.wav,വധശിക്ഷയെ തുറന്നെതിർത്തും മേമന്റെ നിരപരാധിത്വം ചൂണ്ടിക്കാട്ടിയും സോഷ്യൻ മീഡിയകളിലും മറ്റും ഉയർന്ന വാദഗതികൾ കോടതിയുടെ മനസ്സുമാറ്റിയില്ല
66.wav,ഇതോടെയാണ് വിവിധ ട്രേഡ് യൂണിയനുകള് സമര പ്രഖ്യാപനവുമായി കമ്പനിക്ക് മുന്പില് കൊടിനാട്ടി കുത്തിയിരുപ്പ് സമരം തുടങ്ങിയത്
67.wav,കേന്ദ്ര സര്ക്കാരിന്റെ സ്വദേശ് ദര്ശന് തീര്ത്ഥാടന ടൂറിസം പദ്ധതിയില് വയനാട്ടില് നിന്ന് മൂന്ന് ആരാധനാലയങ്ങള്
68.wav,ആലുവയില് യുവാവിനെ തട്ടികൊണ്ട് പോയി കൊലപ്പെടുത്തുവാന് ശ്രമിച്ച സംഘത്തെ ആലുവ പൊലീസ് പിടികൂടി
69.wav,തന്റെ നിലപാടുകൾ ആരുടെ മുന്നിലും തുറന്ന് പറയുന്ന താരം പലപ്പോഴും വാർത്തകളിൽ ഇടപിടിക്കാറുണ്ട്
70.wav,ഇക്കാരണത്താൽ നിങ്ങൾക്ക് വീണ്ടും ഫാസ്റ്റ് ഫുഡ് കഴിക്കാനുള്ള അദമ്യമായ ആഗ്രഹം ഉണ്ടാകുകയും ചെയ്യും
71.wav,കരി മരുന്നു പ്രയോഗ വും കലാ പരി പാടി കളും കാണാൻ സ്വദേശി കളും വിദേശി കളും തിങ്ങി നിറഞ്ഞു
72.wav,ഇവയെ കൊലപ്പെടുത്തിയതിന് അറസ്റ്റിലായ നെട്ടൂർ സ്വദേശി സഫർ ഷായുമായി നടത്തിയ തിരച്ചിലിലാണ് മൃതദേഹം കണ്ടെത്തിയത്
73.wav,കുട്ടികളുടെ മുറിയിലെ സംയുക്ത വാൾപേപ്പറുപയോഗിച്ച് ഇത് പ്രാവർത്തികമാക്കുന്നത് എളുപ്പമാണെന്ന് നിങ്ങൾക്ക് കാണാൻ കഴിയും
74.wav,പക്ഷെ പോഗ്ബ നേടിയ മൂന്നാം ഗോളിനും എംബാപ്പെയുടെ നാലാം ഗോളിനും ന്യായീകരണമില്ല
75.wav,പൌരത്വ നിയമത്തിനെതിരെ സമര്പ്പിക്കപ്പെട്ട ഹര്ജിയും പരിഗണിക്കുന്നതില് സുപ്രീം കോടതിക്കുള്ള താല്പര്യമില്ലായ്മ ഇതിനകം തന്നെ ഏറെ വിമര്ശിക്കപ്പെട്ടതാണ്
76.wav,ഇന്ത്യയ്ക്ക് അഭിമാനമായിരുന്ന ഫുട്ബോള് താരം വിപി സത്യന്റെ ജീവിതകഥയെ ആസ്പദമാക്കി നവാഗതനായ പ്രജേഷ് സെന് സംവിധാനം ചെയ്ത സിനിമയായിരുന്നു ക്യാപ്റ്റന്
77.wav,വീഴ്ച ശ്രദ്ധയിൽ പെട്ടാൽ ഉടൻ വാച്ചിന്റെ സ്ക്രീനിൽ ഒരു അറിയിപ്പ് വരും
78.wav,ശിഖര് പുറത്തായ ശേഷം ഇന്ത്യയുടെ കുതിപ്പ് ഹോങ്കോംഗ് ബൌളര്മാര് നിയന്ത്രിച്ചു
79.wav,ഒമ്പത് റണ്സിന് ജെയ്സന് റോയി പുറത്താകുന്നതോടെയാണ് ഇംഗ്ലണ്ടിന്റെ വിക്കറ്റ് വീഴ്ച തുടങ്ങുന്ത്
80.wav,രാഹുൽ ഗാന്ധി ഉറങ്ങുകയും താങ്കൾ ഉണർന്നിരിക്കുകയും ചെയ്യുന്ന ചിത്രം പോസ്റ്റ് ചെയ്ത ചാലക്കുടി എം
81.wav,എന്നിട്ട് അവര്ക്ക് എന്തേ കോഹ് ലിയെ പോലെ റണ്സ് സ്കോര് ചെയ്യാന് സാധിക്കുന്നില്ലാ എന്ന് സെവാഗ് ചോദിക്കുന്നു
82.wav,പ്രചാരണത്തിന് പോയ വാഹനവ്യൂഹത്തിന് നേരെ സ്ഫോടകവസ്തു ഉപയോഗിച്ച് നടത്തിയ ആക്രമണത്തില് എംഎല്എയും അഞ്ച് പോലീസുകാരും കൊല്ലപ്പെട്ടു
83.wav,നിരന്തരം സൈബര് ഇടത്തില് നേരിടുന്ന ആക്രമണങ്ങളോട് പ്രതികരിച്ചിരിച്ച് നടി സാനിയ അയ്യപ്പന്
84.wav,ജീവിതം എങ്ങനെയെങ്കിലും ഒരു കരയ്ക്കെത്തിക്കണമെന്ന് ആഗ്രഹിക്കുന്ന മനുവിന് കാത്തിരുന്നൊരു ജോലി ലഭിക്കുന്നു
85.wav,അതേസമയം ജാഥയ്ക്ക് നേരെ ആര്എസ്എസ് ആസൂത്രിതമായി അക്രമം നടത്തുകയായിരുന്നുവെന്ന് എസ്ഡിപിഐ നേതാക്കൾ പ്രതികരിച്ചു
86.wav,ഗര്ഭിണികളെ നിരീക്ഷിച്ചതില് നിന്ന് കണ്ടെത്തിയ ഏറ്റവും പുതിയ പഠന റിപ്പോര്ട്ടാണ് ഇപ്പോള് ശ്രദ്ധേയമാകുന്നത്
87.wav,ഇത്രയും പണം ഉടമകള്ക്കും അതിന്റെ ഒരു പങ്ക് ഇടനിലക്കാര്ക്കും കിട്ടും
88.wav,ഇവര് ഒട്ടേറെ കഞ്ചാവ് കേസുകളിലെ പ്രതികളാണെന്നും വാട്സാപ് സന്ദേശം വഴിയാണ് ആക്രമണം ആസൂത്രണം ചെയ്തതെന്നും പോലീസ് പറഞ്ഞു
89.wav,പണപ്പെരുപ്പം നിയന്ത്രണവിധേയമായ പശ്ചാത്തലത്തില് പലിശനിരക്ക് കുറയ്ക്കാന് റിസര്വ് ബാങ്ക് തയ്യാറാകുമെന്നാണ് റിപ്പോര്ട്ടുകള്
90.wav,കൊളോണിയല് മാനസികാവസ്ഥ പിന്തുടരുന്ന രാജ്യത്തെ വിദ്യാഭ്യാസ സമ്പ്രദായത്തില് ദിശാമാറ്റം ഉള്പ്പെടെ വിഭാവനം ചെയ്യുന്നതാണ് പുതിയ നയമെന്ന് അദ്ദേഹം വ്യക്തമാക്കി
91.wav,വീണ്ടും ലംഘിച്ചാല് മെന്നും ജസ്റ്റിസ് എം ആര് ഷാ കൂടി അംഗമായ ബെഞ്ച് അറിയിച്ചു
92.wav,ഇവരെ കൂടാതെ സ്വകാര്യ വ്യക്തിയായ മറ്റത്തില് അശോകനെന്നയാളും ആറ്റമംഗലം പള്ളിയും കായല് കയ്യേറി
93.wav,ദമനി എന്ന പേരില് പരാമര്ശിക്കുന്നത് മഅദനിയെയാണെന്ന് മാതൃഭൂമി ന്യൂസ് നേരത്തെ റിപ്പോര്ട്ടു ചെയ്തിരുന്നു
94.wav,ജനാധിപത്യത്തെയും ആശയ സംവാദത്തെയും ഭയക്കുന്നവരാണ് ഇരുട്ടിന്റെ മറവിൽ കൊടിമരം പിഴുതെറിയാൻ ശ്രമിച്ചതെന്ന് യൂണിറ്റ് കമ്മിറ്റി പ്രസ്താവനയിൽ ആരോപിച്ചു
95.wav,ഇന്ത്യ ഇതുവരെ കാണാത്ത തെരഞ്ഞെടുപ്പ് യുദ്ധമാണ് നടക്കാനിരിക്കുന്നത് എന്നതിനാൽ സർവ ശക്തിയുമെടുത്താണ് രാഷ്ട്രീയ പാർട്ടികൾ അണിയറയിൽ തയാറെടുപ്പുകൾ നടത്തി വരുന്നത്
96.wav,ഉത്സവം ദര്ശിക്കാന് നാടിന്റെ നാനാഭാഗത്തുനിന്നും ആയിരക്കണക്കിന് ജനങ്ങളാണ് ക്ഷേത്രത്തില് എത്തിച്ചേര്ന്നത്
97.wav,നേരത്തെ പ്രചരിച്ചിരുന്ന റിപ്പോർട്ടുകളെയെല്ലാം നിഷ്പ്രഭമാക്കി ലൂയിസ് ആർതർ ചാൾസ് എന്നാണ് ഷാർലറ്റിന്റെയും ജോർജിന്റെയും കുഞ്ഞനിയന് രാജകുടുംബം പേര് നൽകിയത്
98.wav,ധോണി ഇപ്പോളും ലോകത്തെ ഏറ്റവും മികച്ച ഫിനിഷർ ആണെന്നാണ് മലിംഗയുടെ പക്ഷം
99.wav,ഒരു ഭരണാധികാരി എങ്ങനെ ആകരുത് എന്നതിന്റെ ഉത്തമ ഉദാഹരണമായി മാറുകയായിരുന്നു പിണറായി വിജയന്
100.wav,അച്ഛന്റെ ഡ്രസ്സ് നനയില്ലെ ഞാൻ ഇവിടെ നിന്ന് വെള്ളം കോരി ഒഴിച്ച് കുളിച്ചോളാം
101.wav,എന്നാല് എണ്ണിച്ചുട്ട അപ്പം പോലെ ലഭിക്കുന്ന വെള്ളം നിത്യോപയോഗത്തിനു തികയുന്നില്ല എന്ന് ഇവര് പറയുന്നു
102.wav,ഫ്രഞ്ച് കമ്പനിയായ ടാസൂ ഏവിയേഷനാണ് റിലയന്സ് ഡിഫന്സിനെ ഇന്ത്യയിലെ പങ്കാളിയാക്കി നിയോഗിച്ചത്
103.wav,കരാറുകാരന് സെക്യൂരിറ്റി തുക തിരിച്ച് നൽകുന്നതിൽ സൂപ്രണ്ടിംഗ് എഞ്ചിനീയർ ഉൾപ്പെടുന്ന സാങ്കേതിക വിഭാഗം അസാധാരണ തിടുക്കം കാട്ടി
104.wav,നിസാമിനെ കുറ്റക്കാരനായി വിധിച്ച കോടതിവിധി കേട്ട ശേഷം പുറത്തേക്കിറങ്ങിയ ചന്ദ്രബോസിന്റെ ഭാര്യയും അമ്മയും മാധ്യമങ്ങളോട് പ്രതികരിച്ചു
105.wav,അതാകട്ടെ പ്രവര്ത്തി ദിവസമായ വ്യാഴാഴ്ച ആയതിനാല് നാഷണല് കമ്മിറ്റിയിലെ ഭൂരിപക്ഷം അംഗങ്ങള്ക്കും പങ്കെടുക്കാന് സാധിക്കുകയുമില്ല
106.wav,വിവിധ മിശ്രണം ഒരേ സമയം നിങ്ങളുടെ കുഞ്ഞിനെ ഭക്ഷണം വിലക്കപ്പെട്ടതാണ്
107.wav,ഞങ്ങൾ മുകളിൽ സിറപ്പിൽ ഒഴിച്ചു മൂടിയോടു അടച്ച് താഴ്ന്ന താപനിലയിൽ ഒരു മുറിയിലേക്ക് അയയ്ക്കുന്നു
108.wav,റെയില്വേയുടെ വികസനത്തിനും യാത്രക്കാരുടെ മികച്ച സേവനത്തിനും സര്ക്കാരും റെയില്വേ ജീവനക്കാരും യൂണിയനും ഒന്നിച്ചു പോകേണ്ടതുണ്ടെന്ന് മന്ത്രി പ്രഭു പറഞ്ഞു
109.wav,പഴയ ഡാന് ക്രിസ്റ്റ്യന്റെ സ്ഥാനത്തേക്കു പെരേരയോ സമിയോ വരുമെന്നു മാത്രം
110.wav,പാക് രഹസ്യാന്വേഷണ ഏജന്സി ഐഎസ്ഐ അനുവദിക്കാത്തതിനാലാണ് ദാവൂദ് ഇന്ത്യയിലേയ്ക്ക് മടങ്ങാത്തത് എന്നതുള്പ്പെടെ നിര്ണായക വിവരങ്ങള് കസ്കര് ഇന്ത്യക്ക് കൈമാറിയിരുന്നു
111.wav,മറ്റുള്ളവരിൽ നിന്ന് ഒരു ദൃഷ്ടി ദോഷം പോലും എന്നിലും പതിക്കരുത് എന്നും പ്രാർത്ഥിക്കണം
112.wav,ഫലസ്തീനികളിൽ ഒരു ചെറിയ വിഭാഗത്തെയെങ്കിലും മടങ്ങാൻ അനുവദിച്ചാൽ അത് ജൂത രാഷ്ട്രത്തിന്റെ അവസാനമായിരിക്കുമെന്ന് അവർ വിലയിരുത്തുന്നു
113.wav,ഇരുപത് വർഷം വരെ തടവ് ലഭിക്കാവുന്ന കുറ്റമാണ് ഇതെന്നും ചാനൽ ചർച്ചയിൽ കേട്ടു
114.wav,മാമുക്കോയയുടെ ഏറ്റവും പുതിയ മേക്ക് ഓവര് ചിത്രങ്ങളാണ് സോഷ്യല് മീഡിയയില് വൈറലായിരിക്കുന്നത്
115.wav,ആകർഷ കമായ വിളംബര യാത്ര യോടെ യാണ് കൊയ്ത്തുത്സവ ത്തിന് തുടക്ക മായത്
116.wav,ഒബ്റോൺ മാളിലെ നാലാം നിലയിലെ ഈ സ്ഥാപനത്തിലെ അകക്കാഴ്ചകൾ ഒരു അറേബ്യൻ മാളികയെ ഓർമിപ്പിക്കുന്നതാണ്
117.wav,ഇന്നലെ പ്രിയദര്ശന് മോഹന്ലാലിന്റെ കുഞ്ഞാലി മരക്കാര് സിനിമ തുടങ്ങാന് പോവുന്നു എന്ന് പറഞ്ഞു
