file_name,transcript
13.wav,గుళిక నుండి పొగ యొక్క ఉష్ణోగ్రత సిగరెట్ నుండి పొగాకు పొగ యొక్క ఉష్ణోగ్రతకి అనుగుణంగా ఉంటుంది
14.wav,ఎలా మీ ముస్లిం మతం శిశువు అమ్మాయి అర్ధవంతమైన పేరు ఎంచుకోండి
15.wav,సినీ వర్గాల్లో కూడా ఈ సినిమా ఎలా ఉంటుందో అనే ఆసక్తి ఉంది
16.wav,తమ ప్రభుత్వం అధికారంలోకి వస్తే బ్యాంకుల చుట్టూ తిరిగే పనిలేకుండా రుణాలు ఇస్తామని డ్వాక్రా మహిళలకు హామీ ఇచ్చారు
17.wav,మరి లక్కీ విజేతల పేర్లలో మీ పేరు కూడా ఉందో లేదో ఇప్పుడే చూసుకోండి
18.wav,ఇంత టాలెంట్ ఉన్న నటుడు ఇలా ఆరోగ్య సమస్యలతో భాదపడుతుండటం ఆయన స్నేహితులని తోటి ఇండస్ట్రీ నటులను కలవరపరుస్తుంది
19.wav,దళితులపై అనుచిత వ్యాఖ్యలు చేసిన చింతమనేనితో పాటు చంద్రబాబు క్షమపణలు చెప్పాలని ఈ సందర్భంగా ఆమె డిమాండ్ చేశారు
20.wav,మెల్బోర్న్ వేదికగా టీమిండియాతో జరుగుతున్న మూడో వన్డేలో ఆస్ట్రేలియా కీలక ఆరు వికెట్లను కోల్పోయింది
21.wav,తెలంగాణకు ఎన్నో హామీలు అమలు కావాల్సి ఉండగా కేవలం బైసన్పోలోగ్రౌండ్ కోసమే లోక్సభలో మాట్లాడడం విడ్డూరంగా ఉందని ఎద్దేవా చేశారు
22.wav,ఇలాంటి టైమ్ లో ఆమెకు కాస్త దూరపు బంధువైన ఆరాధ్య హీరోయిన్ గా మారింది
23.wav,ఇంత తక్కువ టైమ్లో మూడు కోట్లు అంటే బెస్ట్ డీల్ అని నితిన్ ఇంకేమీ ఆలోచించకుండా సినిమా ఓకే చేసేసాడు
24.wav,ఫిర్యాదును స్వీకరించిన పోలీసులు వర్మను స్టేషన్ కు పిలిచి మరీ కొన్ని గంటలపాటు విచారించారు
25.wav,ఇది తయారీదారు మీ ఉత్పత్తి గురించి మరింత వివరమైన సమాచారం ఇస్తుంది
26.wav,అటు తాజాగా రాజకీయల్లోకి ఎంటరైన రజనీకాంత్ కూడా కమల్ దారినే ఎన్నుకున్నారు
27.wav,సహజంగా చాలామంది హీరోయిన్లు మొదట సౌత్ సినిమాలలో నటించి బాలీవుడ్లో బిజీ కాగానే సౌత్ సినిమాలను పట్టించుకోరు
28.wav,జమ్మూకాశ్మీర్లో సీఆర్పీఎఫ్ దాడికి నిరసనగా బీజేపీ ఆధ్వర్యంలో గుంటూరు కలెక్టర్ కార్యాలయం ఎదుట ఆదివారం నిరసన ధర్నా నిర్వహించారు
29.wav,ఛాతీలో నొప్పితో ఆసుపత్రిలో చేరిన బీసీసీఐ అధ్యక్షుడు సౌరవ్ గంగూలీ త్వరగా కోలుకోవాలని భారత ప్రధాని నరేంద్రమోదీ ఆకాంక్షించారు
30.wav,మీడియాలో ఈగ చిత్రాన్ని నాన్ ఈ అనే టైటిల్ తో తమిళంలో డబ్బింగ్ చేస్తున్నట్లు వస్తున్న వార్తలను కొట్టిపారేస్తూ మాట్లాడారు
31.wav,అయితే ఈ గెలుపు బీజేపీకి ఓ గెలుపు కాదని విశ్లేషకులు అంటున్నారు
32.wav,అక్కడ స్వాగత ద్వారం దగ్గర ప్రమోద్ తన కొత్త భార్యతో కలిసి ఫొటోలకి పోజ్ ఇస్తున్నాడు
33.wav,ఇలాంటి తప్పుడు కేసులతో వేధించేవారికి వడ్డీతో సహా చెల్లిస్తామని వార్నింగ్ ఇచ్చారు
34.wav,షూటింగ్ అనంతరం సెట్స్ లో మూవీ టీంతో కలిసి దిగిన ఫోటోను అనసూయ సోషల్ మీడియా ద్వారా పోస్టు చేసింది
35.wav,గంభీర్ ప్రస్తుతం ఎంపీగా కొనసాగుతున్న కారణంగా అతడికి విరుద్ధ ప్రయోజనాల అంశం ఆటంకంగా మారుతుందనే తప్పిస్తున్నామన్నారు
36.wav,దీనికి కారణం ప్రస్తుతం బ్యాంకులు కస్టమర్లకు అనేక రకాల ఇబ్బందులకు గురి చేస్తున్నాయని చెప్పవచ్చు
37.wav,దేశంలో శాంతి భద్రతలను కాపాడటంలో హైదరాబాద్ కు ఆరో స్థానం లభించింది
38.wav,ఎపార్ట్మెంట్కి చేరటంతోనే ఇండియాలో ఇద్దరి ఇళ్ళకూ ఫోన్లు చేసి బాగానే చేరామని చెప్పారు
39.wav,చార్జీలు పెంచబోమని హామీ ఇచ్చి అధికారంలోకి వచ్చిన తర్వాత మాట తప్పారని ఆయన అన్నారు
40.wav,అయితే ఈ ఇద్దరి మధ్య ఆధిపత్య పోరుకు చాలా పెద్ద చరిత్రే ఉంది
41.wav,కరోనా నియంత్రణకు సేవలందిస్తున్న వైద్య సిబ్బంది కోసం భూరి విరాళం ప్రకటించింది
42.wav,అయితే జల్లికట్టు నిర్వహణపై శశికళ ఇంత వరకు మాట్లాడకపోవడంతో అన్నాడీఎంకే పార్టీలోని ఆమె వ్యతిరేక వర్గీయులు మండిపడుతున్నారు
43.wav,రావు రమేష్ మరియు కోట శ్రీనివాస్ రావు మెయిన్ విలన్స్ గా కనిపిస్తారు
44.wav,ప్రత్యేకమైన పరికరాలు ఆకృతీకరణలు యొక్క అనేక రకాల ఉనికిని కలిగి ఉంటుంది
45.wav,రాష్ట్రంలో ప్రభుత్వ చీఫ్ విప్తో పాటు మరో అయిదుగురు విప్లను నియమించారు
46.wav,ఈ ఫలితాల్లో ఏ పార్టీ ఎన్ని స్థానాలు దక్కించుకోనుందో అంటూ నేతలు హైటెన్షన్తో ఎదురుచూస్తున్నారు
47.wav,ట్రావెల్స్ హాస్టల్స్లో బస ఏర్పాటు చేసుకున్నట్లయితే హాస్టల్లో ఉన్న వాళ్ల నంబర్ తీసుకొని పికప్ చేసుకోవడానికి వాళ్లను రమ్మని కోరవచ్చు
48.wav,అయితే శ్రీదేవి సరోగసి నుంచి మధ్యలో విరమించుకోవడంతో ఆస్పత్రి యాజమాన్యం ఆగ్రహించి ఆమెని నిర్బంధించి మరీ చికిత్స అందించారట
49.wav,నిర్మల్ జిల్లా కేంద్రంలోని ఈ అక్రమ వ్యాపారానికి సహచర వ్యాపారి ఒకరు ఉన్నారని సమాచారం
50.wav,వెయిట్ లాస్ అవ్వాలంటే వర్కవుట్స్ చేస్తేనే మంచి ప్రయోజనం ఉంటుంది
51.wav,మరి రాజవౌళి తీసే తదుపరి చిత్రంలో హీరో ఎవరు అనే విషయంపై అంతటా ఆసక్తి నెలకొంది
52.wav,ఇదే ప్రశ్న గతంలో జర్నలిస్టు ప్రభు చావ్లా చానాళ్ల క్రితమే అడిగింది
53.wav,శశి థరూర్ వ్యాఖ్యలకు బాధ్యత తీసుకుని కాంగ్రెస్ అధ్యక్షులు రాహుల్ గాంధీ క్షమాపణలు చెప్పాలని బిజెపి డిమాండ్ చేసింది
54.wav,రాజకీయపరంగా కాంగ్రెస్ పార్టీతో తమకు ఉన్న విభేదాల నేపథ్యంలో వీరు ఈ మేరకు కాన్ఫరెన్స్లో పాల్గొనకూడదని నిర్ణయించుకున్నట్లు సమాచారం
55.wav,బాట్స్మెన్గా పలు మ్యాచుల్లో రాణించి ఇంగ్లండ్ జట్టును విజయ తీరాలకు తీసుకువెళ్లాడు
56.wav,ఈ సినిమా తాలుకూ ప్రీ లుక్ ఈరోజు సాయంత్రం విడుదల కానున్నది
57.wav,సినీ హీరో జూనియర్ ఎన్టీఆర్ కు కూడా వల్లభనేని వంశి మంచి సన్నిహితుడు
58.wav,సీఏఏ వల్ల ఎవరికి ఎలాంటి నష్టం కలగదని రాష్ట్రపతి స్పష్టం చేశారు
59.wav,ఎన్నో ఏళ్లుగా హైదరాబాద్ లో కొన్ని వందల సినిమాలు ఇందులో షూటింగ్ జరుపుకున్నాయి
60.wav,కాగా ఏపీ ప్రభుత్వం శ్రీశైలం ప్రాజెక్టుకు ఎగువన రాయలసీమ ఎత్తిపోతల పథకం నిర్మించ తలపెట్టిన విషయం తెలిసిందే
61.wav,ఒత్తిడిని అధిగమించి పనితీరును మెరుగుపర్చేందుకు ఈ శిక్షణ ఉపకరిస్తుందని సీఎం చంద్రబాబు చెప్పారు
62.wav,కుటుంబంతో కలిసి కొన్ని రోజులు గడిపిన తర్వాత అవినాష్ మళ్లీ అమెరికా తిరిగి వెళుతున్నాడు
63.wav,కానీ జనరల్ బోగీలో ప్రయాణం అంటే అబ్బో నరకమే అనుకుంటారు రైల్వే ప్యాసింజర్స్
64.wav,ఇక ఈ సమయంలో కవిత కోసం సీఎం కేసీఆర్ కుటుంబంలో కోల్డ్ వార్ నడుస్తుంది
65.wav,తాను అడిగే ప్రశ్నలకు సీఎం కేసీఆర్ వద్ద సమాధానం ఉన్నట్లయితే బహరింగ చర్చకు రావాలని డిమాండ్ చేశారు
66.wav,ఏదైనా ఆన్లైన్ వ్యాపారంలో ఉన్న ట్రిక్ మీరు లాభదాయకమైన సముచిత మార్కెట్లో ఉన్నారని నిర్ధారించుకోవాలి
67.wav,అమర్ కౌశిక్ దర్శకత్వం వహించిన ఈ సినిమా ట్రైలర్ తాజాగా విడుదలైంది
68.wav,ఇస్మార్ట్ శంకర్ సినిమాతో మంచి విజయం అందుకున్న నభా నటేష్ కొత్త కారును కొన్నారు
69.wav,యూపీఏ ప్రభుత్వం ఆంద్ర ప్రదేశ్ను అన్యాయంగా విడదీసిందని పాత పాటే పాడారు
70.wav,దేశంలో కరోనా వైరస్ కట్టడికి విధించిన లాక్డౌన్ దశలవారిగా కేంద్రం సడలింపులు ఇస్తోంది
71.wav,ఇది సాధ్యపడాలంటే మహాకుటమికి ఓటు వేయాలని చంద్రబాబు తెలంగాణ ప్రజలను కోరారు
72.wav,అయితే ఈ చిత్రాన్ని ప్రముఖ చిత్ర నిర్మాణ సంస్థ ఐనటువంటి మైత్రి మూవీ మేకర్స్ నిర్మిస్తున్నారు
73.wav,మీరు చాలా చాలా చెప్పారు లేదు ఒక శీఘ్ర మానసిక స్పందన అవసరం
74.wav,సిద్ధిపేట జిల్లాలో పెద్ద ఎత్తున అభివృద్ధి కార్యక్రమాలకు శంకుస్థాపన చేయనున్నారు సీఎం కేసీఆర్
75.wav,ఇక సీనియర్ హీరోల్లో చిరంజీవి మినహా మిగితా ముగ్గురి సినిమాలు ఏ ఏడాది ప్రేక్షకులని పలకరించాయి
76.wav,అయితే ఎలాంటి పబ్లిక్ ఫంక్షన్ అయినా సరే గంటా చిరుతో కలిసి ఉండడం మనం అనేక సార్లు చూసాం
77.wav,ఓ బీజేపీ ఎంపీ మాత్రం చేతులకు గ్లౌవ్స్ కూడా తొడుక్కోకుండానే టాయిలెట్ క్లీన్ చేశారు
78.wav,నేటి కథనం యొక్క థీమ్ పెరెరోరాక్య కాలం యొక్క సోవియట్ కామెడీ
79.wav,ఈ క్రమంలోనే మూడు నెలల క్రితం బాయ్ఫ్రెండ్తో ఓ రిసార్టు్కు వెళ్లింది
80.wav,ఈ పాత్రకు సంబంధించి మేజర్ పార్ట్ షూటింగ్ కంప్లీట్ అయినప్పటికీ ఒక్క లుక్ కూడా రిలీజ్ చేయలేదు రాజమౌళి
81.wav,ఇచ్చిన డబ్బులను అందరికీ ఇవ్వల్సి ఉంటుందని రాజేందర్ చెప్పినట్లు బాలకృష్ణారెడ్డి తెలిపారు
82.wav,నోవొకస్నెట్స్క్ క్లబ్ నగరంలో హాస్టల్ మాత్రమే ఒక సంవత్సరం తరువాత అతనికి ఇచ్చాడు
83.wav,దీనికి నిరాకరిం చిన కోర్టు నాలుగురోజుల్లోగా తమ అభిప్రాయాన్ని తెలియ జేయాలని ఆదేశించింది
84.wav,ఈ పెళ్లి వీడియో సోషల్ మీడియాలో ఎవరో షేర్ చేయడంతో ఇది కాస్తా ఇప్పుడు వైరల్ అవుతుంది
85.wav,దీంతో భాష్యం స్కూల్ ఎదుట ఓయూ జేఏసీ విద్యార్థులు ఆందోళన చేపట్టారు
86.wav,దీని వల్ల సిబ్బంది జోక్యం వీలైనంత తక్కువ చేసే వీలు ఉంటుందని భావిస్తున్నారు
87.wav,పెద్ద లేదా మురికిగా ఉన్న షాన్డిలియర్ చాలా దృశ్య గదిని తీసుకువెళుతుంది
88.wav,ఇక అక్కడ ఉగ్రవాదులతో పోరాడేందుకే భారత జవాన్లు మోహరించి ఉన్నారని చెప్పారు
89.wav,రాష్ట్రంలో కొన్ని లక్షలాది మంది కంటి పరీక్షలు చేయించుకొని కళ్లద్దాలు వాడుతున్నారు
90.wav,గోర్లు న మేకుకు పోలిష్ యొక్క రంగుల కలయిక ఒక రంగు వరుసగా ఉండాలి
91.wav,ఈ మధ్యకాలంలో ఆయన సినిమాలు పెద్దగా ఆడకపోయినప్పటికీ కృష్ణారెడ్డి సినిమాలు అంటే ఇప్పటికీ క్రేజే
92.wav,దీంతో రాజ్కుమార్ మోహంపై తీవ్ర రక్తశ్రావం జరుగడంతో అక్కడ నుంచి ముస్తాకిన్ పరారయ్యాడు
93.wav,ప్రతి ఉద్యోగి పేరు తీవ్రత సహచరులు ఒక నిర్దిష్ట నాణ్యత కలిగి ఉన్నారో ఇది మదింపు స్కోర్కార్డ్ నింపుతుంది
94.wav,మండలంలో సీతాగూడెం దామరచర్ల మద్దుకూరు చంద్రగుండా పోకలగూడెం పంచాయతీల్లో కళాకారులు ప్రదర్శనలు చేశారు
95.wav,ఈ సారి దయ్యాల వాగు బ్రిడ్జి పిల్లర్లు ఉండడంతో అప్రోచ్ రోడ్డుకు వేసిన పైప్ల ద్వారా నీరు వెళ్లనున్నాయి
96.wav,తాజాగా ఈ ఆట ముంబయి సమీపంలోని కల్యాణ్ పట్టణంలో హింసకు దారి తీసింది
97.wav,ఏదైనా స్థానిక థర్మా స్టార్ రిటైలర్ లేదా డీలర్ మీ ప్రాంతంలో అందుబాటులో ఉన్న దానిపై మీకు వివరాలను అందించగలరు
98.wav,బాక్సాఫీస్ వద్ద తొలి రోజు మంచి కలెక్షన్స్ను సాధించినా డిజాస్టర్ సినిమాగానే మిగిలింది
99.wav,అయినా సరే ఎవరినీ వదలకుండా ఇప్పటికే ముగ్గురు పాకిస్తాన్ క్రికెటర్లు కరోనా వైరస్ బారినపడ్డ విషయం తెలిసిందే
100.wav,తాలిబాన్ ప్రతినిధి ఒకరు మాస్కోలో మాట్లాడుతూ ట్రంప్ నిర్ణయం తమకు ఆశ్చర్యాన్ని కలిగించిందని అన్నారు
101.wav,అంతేకాదు పిల్లలు మద్యం తాగడం వల్ల అది వారి నేరాలకు పాల్పడేలా చేసే అవకాశం ఎక్కువగా ఉంటుంది
102.wav,వన్ ప్లస్ స్మార్ట్ ఫోన్ విభాగం తరహాలోనే టీవీ విభాగంలోనే ప్రత్యేకంగా ఎంట్రీ ఇచ్చింది
103.wav,రెండు మూడు రోజులపాటు మృతుడు పరిసర ప్రాంతాల్లో సంచరిస్తూ కనిపించాడని స్థానికులు చెబుతున్నారు
104.wav,మెట్రో రైలు లిఫ్టులో జరిగిన అసాంఘిక కార్యక్రమాలు సీసీ కెమెరాల్లో రికార్డ్ అయ్యాయి
105.wav,నల్లగొండ జిల్లాలోని మేళ్ళచేరువు మండలంలో మూతపడిన భీమా సిమెంట్స్ ఫ్యాక్టరీని తెరిపించేందుకు ప్రభుత్వం ముమ్మర చర్యలు చేపట్టింది
106.wav,నేను కళ్ళు వాల్చుకుని నా చేతికి వున్న గాజులు సవరించుకుంటూ ఉండిపోయాను
107.wav,గత ఆరు నెలల క్రితం రాష్ట్ర వ్యాప్తంగా చర్చనీయాంశమైన ఈ ఘటన జిల్లా న్యాయస్థానం తీర్పుతో మరోమారు వార్తల్లోకెక్కింది
108.wav,వారి విధి గురించి తెలుసు చదవడం విలువ ఇది సాకెట్లు వివిధ రకాల ఉన్నాయి
109.wav,ఈ షో లాంటి షో లు ఎన్ని వచ్చినా జబర్దస్త్ రేంజి ఏమాత్రం తగ్గలేదు
110.wav,ఆ విషయం తెలిసే గత ఎన్నికల్లో ఆయనతో చేతులు కలపలేదని పవన్ పేర్కొన్నారు
111.wav,ప్రజాస్వామ్య విధానంలో ప్రభుత్వం ప్రజల సమస్యలు వినేలా లేకపోవడం బాధాకరమని జగ్గారెడ్డి ఆరోపించారు
112.wav,కేసీఆర్ సహాయ సహకారం వల్లే బీజేపీలోకి తమ ఎమ్మెల్యేలు జారిపోకుండా కుమార స్వామి చూసుకున్నాడు
113.wav,ఈ చిత్రం లో స్టైలిష్ లుక్ లో కనిపించేందుకు నితిన్ కొత్త ప్రయత్నాలు చేస్తున్నారు
114.wav,దీంతో పాటు బెల్లంకొండ సాయి శ్రీనివాస్ హీరోగా తెరకెక్కనున్న సినిమాలో ముఖ్య పాత్ర పోషిస్తారట
115.wav,అమెరికాలోని వాషింగ్టన్ యూనివర్సిటీ పరిశోధకులు బ్యాటరీ అవసరం లేని సరికొత్త స్మార్ట్ ఫోన్ ను తయారు చేశారు
116.wav,ఈ సంఘాలు ఇంటికి సరైన పెయింట్ను ఎన్నుకునేటప్పుడు ఒక వ్యక్తికి ఇష్టమైన రంగు లేదా కలయికను ఎంచుకోవటానికి సహజంగా చేస్తాయి
117.wav,ఈ నేపథ్యంలో సిపి సజ్జనార్ బృందానికి కొత్త చిక్కులు వచ్చినట్లుగా పరిస్థితులు కనపడుతున్నాయి
118.wav,మరో వారం తరవాత తిరిగి టాక్లకోట్ చేరుకోవడంతో మానసరోవర్ యాత్ర ముగుస్తుంది
119.wav,వేడినీరు మరియు డిష్ సోప్తో కూడిన చిన్న మొత్తాన్ని శుభ్రపరిచే గుడ్డ సాధారణంగా ప్రతిష్టంభనను తొలగించడానికి అవసరమైనది
120.wav,చాలా మసాజ్ సమయంలో మహిళ సౌకర్యవంతంగా మరియు సురక్షితంగా విశ్రాంతి అనుమతించే ఒక ప్రత్యేక పట్టిక ఉంటుంది
121.wav,బాల్టాంపరింగ్తో ఏడాది పాటు క్రికెట్కు దూరమైనా ఇంకా మారలేదని నెట్టింట్లో పోస్ట్లు పోటెత్తాయి
122.wav,అయితే చైనా కి సంబంధించిన వస్తువులను పలు చోట్ల భారతీయ వ్యాపారులు ధ్వంసం చేస్తున్నారు
123.wav,ట్రంక్ యొక్క పెద్ద మరియు శక్తివంతమైన పొడిగించిన బేస్ యొక్క లక్షణం ఈ రకమైన
124.wav,ఇకపోతే గత రెండు రోజులుగా జరుగుతున్న కలెక్టర్ల సదస్సులో కీలక నిర్ణయాలు తీసుకున్నారు
125.wav,తినే ముందు చేతులను సబ్బు లేదా లిక్విడ్ హ్యండ్ వాష్తో శుభ్రం చేసుకోవడం మాత్రం మర్చిపోకండి
126.wav,గువాహాటీలో సీనియర్ వకీల్ ముస్తఫా అలీ దాని గురించి వివరించారు
127.wav,ఇలాంటి వారిని అలాగే వదిలేస్తే వియాకు మాల్కోవాకు గుడికడతారని ఎద్దేవా చేశారు
128.wav,ఇది పరికరం పూర్తిగా అనురూప త్రిమ్మర్లు క్రమపరచువాడు పరికరం అని గమనించాలి
129.wav,మొదటి భార్య సోదరుడు పెండ్లి అయిన నాటి నుంచి సోదరి జాడ తెలుసుకోవడారనికి ఎంత వేత్తికిన ఎక్కడ లభించాలేదు
130.wav,ఇక భారత ఆటగాళ్ల మ్యాచ్ ఫీజులు చూసి అభిమానులు ఆశ్చర్యం వ్యక్తం చేస్తున్నారు
131.wav,ఆ సమయంలో ఎందుకు తినకూడదనే డౌట్ మనలో చాలా మందికి కలుగుతుంది
132.wav,అందువల్ల మనదేశానికి నిధులను సమకూర్చుతున్న దేశాలలో మారిషస్ అగ్రస్థానంలో ఉండడానికి వెనుకగల నల్లని రహస్యం ఇదీ
133.wav,అరెవెన్సా ఈ విధానాన్ని ప్రగతి హౌసింగ్ అండ్ పార్టిసిపేటరీ డిజైన్ అని పిలిచారు
134.wav,దానిపై ఆగ్రహించిన పవన్ కల్యాణ్ ఫ్యాన్స్ ఓ హోటల్లో ఆయనపై దురుసుగా ప్రవర్తించారనే ప్రచారం ఉంది
135.wav,కరోనా వైరస్ మహమ్మారి ను అరికట్టడానికి రెమెడీసివిర్ డ్రగ్ చాలా కీలకం అయిన సంగతి తెలిసిందే
136.wav,దీంతో మరోసారి పోలీస్ అధికారులు జరిపిన విచారణతో ఫోర్బ్స్ నిర్దోషి అని స్పష్టంగా తేలడంతో కోర్టు అతడిని విడుదల చేసింది
137.wav,అస్లాం తలను బ్యాట్ బృందమే తీసుకొని వెళ్లిపోయి ఉంటుందని భారత్ ఆర్మీ అనుమానిస్తోంది
138.wav,అలా విడుదల చేసిన కొన్ని గంటల్లోనే అణుపరీక్షను ఉత్తరకొరియా నిర్వహించిందని దక్షిణ కొరియా తెలిపింది
139.wav,దీంతో ఈసారి ఎలాగైనా కప్పు కొట్టాలనే కసితో ఇంగ్లాండ్ గడ్డపై అడుగు పెట్టింది
140.wav,ఆదివారం బోయిన్పల్లిలోని తన నివాసంలో డ్రై డే కార్యక్రమంలో భాగంగా మొక్కల మధ్యలో ఉన్న చెత్తను తొలగించారు మంత్రి
141.wav,మద్యం లో పోర్ మరియు త్వరగా ప్రతి బిస్కట్ తో విడివిడిగా పరిష్కారం నాని పోవు
142.wav,గుత్తాధిపత్య సంస్థలు ఒక నిర్దిష్ట ఉత్పత్తి యొక్క మార్కెట్లో ఆధిపత్య స్థానాన్ని ఆక్రమించే సంస్థలుగా పిలుస్తారు
143.wav,పట్టిక మరియు గది కోసం కుడి ఎత్తులో ఒక భోజనాల గది షాన్డిలియర్ను వేలాడదీయండి
144.wav,తాజాగా హీరోయిన్ సారా అలీ ఖాన్ కూడా సుశాంత్ తో తన అనుబంధాన్ని గుర్తు చేసుకుంది
145.wav,ఫ్రేమ్ టెక్నాలజీ చవకగా మరియు ఇంటి నిర్మాణం అమలు వారి సొంత ఉంటుంది
146.wav,అందుకే న్యూ ఇయర్ సెలబ్రేషన్స్ కు కుటుంబ సమేతంగా ఛలో సింగపూర్ అన్నారు
147.wav,సినిమాల్లో తన లోటుని భర్తీ చేస్తోంది తన తనయుడు రామ్చరణ్ అనిచెప్తూ పుత్రోత్సాహంలో ఎన్నోసార్లు పొంగిపోయారు మెగాస్టార్ చిరంజీవి
148.wav,పోర్టబుల్ సంపీడన వాయు ట్యాంకు యొక్క భాగాలను మీరు సులభంగా మరియు సురక్షితంగా ఉపయోగించడానికి అవసరమైన అన్ని లక్షణాలను అందిస్తాయి
149.wav,ఇప్పుడు ఆన్లైన్లోనే చేయవచ్ఛు సర్టిఫికెట్లనూ అందుకోవచ్ఛు ప్రత్యక్షంగా చేసిన ఇంటర్న్షిప్లతో సమానంగా వీటికీ ప్రాధాన్యం ఇస్తారు
150.wav,ఓపక్క కేసీఆర్ ను తన మిత్రుడిగా ఒప్పుకుంటున్న జగన్ మాటలు పార్టీకి డ్యామేజ్ చేయటం ఖాయమంటున్నారు
151.wav,తన ప్రభుత్వంలో మంత్రులు ఎవరూ డమ్మీలు కారని ఆయన అధికారులకు స్పష్టంచేశారు
152.wav,కరోనా పరిస్థితి ఇలాగే కొనసాగితే సగం నగరం ఖాళీ కావడం ఖాయమని సమాచారం
153.wav,అనైతిక పద్ధతుల్లో ఎమ్మెల్యేలను లోబరుచుకోవడం మహారాష్ట్ర సంప్రదాయం కాదని హితవు పలికింది
154.wav,నార్తర్న్ ఐర్లాండ్ లోని డార్క్ హగ్జెస్ యొక్క బీక్ అవెన్యూ వెంట షికారు చేయు
155.wav,హైదరాబాదులో ఓ జ్యువెలరీ స్టోర్ ఓపెనింగ్ కు వచ్చిన ఆమె ఊహించని పరిణామం ఎదుర్కొంది
156.wav,అన్ని ఆహార ప్రదేశాలు శ్రద్ధగల మరియు ప్రాంప్ట్ సిబ్బంది శుభ్రంగా ఉంటాయి
157.wav,హైదరాబాద్ లాలాపేట ప్రభుత్వ ఉన్నత పాఠశాలలో కార్పొరేట్ స్కూల్స్కు ఏమాత్రం తీసిపోకుండా కొవిడ్ నిబంధనలు పాటిస్తున్నారు
158.wav,ప్రపంచవ్యాప్తంగా పదుల కోట్లమంది అభాగ్యుల జీవితాలతో నిరంతరం మృత్యుక్రీడలాడుతున్న నిశ్శబ్ద హంతకి పేరు పేదరికం
159.wav,తాజాగా మరో సీనియర్ నేత జగ్గారెడ్డి ఇదే అంశంపై అధిష్టానానికి లేఖ రాశారు
160.wav,రెండు వేల నిరుద్యోగ భృతి చెల్లిస్తామని ఎన్నికల మేనిఫెస్టోలో టిడిపి హామీ ఇచ్చింది
161.wav,యువతాభివృద్ధి మంత్రిత్వ శాఖ కింద యువతకు ప్రత్యేక మౌలిక సదుపాయాలు కల్పిస్తామని తెలిపారు
162.wav,సులువైన అడ్డదారిలో ప్రయాణం చేసే బదులు కష్టమైనా విజయం సాధించే దారిలో నడవడం మంచిదేమో
163.wav,పైలెట్ ప్రాజెక్టు కింద ఇప్పటికే సంస్థ పది లక్షల మంది యూజర్లకు ఈ నూతన సర్వీసులను అందిస్తున్నది
164.wav,దీంతో సుప్రీంకోర్టు ప్రతి అంశాన్ని సోమవారమే వింటామని కోర్టు స్పష్టం చేసింది
165.wav,గత ఆదివారం బజ్గేరా ప్రాంతంలోని ఓ కాలువలో గుర్తు తెలియని మృతదేహాన్ని స్థానికులు గుర్తించారు
166.wav,కష్టకాలంలోనూ ఆస్పత్రుల్లో వైద్య సేవలందిస్తున్న సిబ్బందికి అభినందనలు వెల్లువెత్తుతుంటే ఓ భర్త మాత్రం దారుణానికి ఒడిగట్టాడు
