file_name,transcript
16.wav,காணாமல் போனோர் பணியக உறுப்பினர்களை வேண்டா வெறுப்பாக நியமித்த சிறிலங்கா அதிபர்
17.wav,அதனைத் தொடர்ந்து முருகண்டியை சென்றடைந்த வாகனப் பேரணி நாளை காலை வவுனியாவை நோக்கி தனது பயணத்தை ஆரம்பிக்க உள்ளது
18.wav,சிலருக்கான குற்றஒப்புதல் வாக்கு மூலங்கள் நீதிமன்றத்தால் நிரகாரிக்கப்பட்டுள்ள நிலையிலும் அடுத்து எவ்விதமான
19.wav,அவர் கணவர் மற்றும் குழந்தை புதைக்கப்பட்ட இடத்தை அடையாளம் காட்டினார்
20.wav,இதே எரிமலை கடந்த செப்டம்பர் மற்றும் அக்டோபர் மாதத்திலும் பெருமளவு புகையை கக்கியது என்பது குறிப்பிடத்தக்கது
21.wav,காஞ்சிபுரம் மாவட்ட தலைவர் அலுவலகத்தில் மக்கள் குறை தீர்க்கும் நாளில் நடந்த இந்த நிகழ்வால் பரபரப்பு ஏற்பட்டுள்ளது
22.wav,பாதுகாப்பு காரணமாக எய்ம்ஸ் மருத்துவமனைக்கு மண்டேலா நகர் திடலில் அடிக்கல் நாட்டுகிறார் பிரதமர் மோடி
23.wav,உச்சநீதிமன்றம் மீட்டுக் கொடுத்த ஆட்சியை தக்க வைக்க முடியாமல் அருணாச்சல் முதல்வர் நபம்துகி தத்தளிப்பு
24.wav,மின்னஞ்சல் செய்திகளை விட சற்று விரிவான வடிவமைப்பு சாத்தியக்கூறுகளை மின்னஞ்சல் செய்திகளைக் கொண்டிருக்கின்றன
25.wav,ஒருவரின் அடிவானம் தட்டையானதாக இருக்கலாம் அல்லது அது மலை மற்றும் மலைகள் போன்ற இயற்கை அம்சங்களைக் கொண்டிருக்கலாம்
26.wav,ஒரு இடத்தில் ஒரு பிராண்ட் பெயர் அல்லது பெயர் இருக்க முடியாது
27.wav,மருத்துவர்களால் சிகிச்சையளிப்பதற்கான வழிகாட்டுதல்கள் மற்றும் பொதுமக்கள் பின்பற்ற வேண்டிய பாதுகாப்பு நடவடிக்கைகளை இந்த அமைப்பு செயல்படுத்துகிறது
28.wav,இவர் கைரோவை சார்ந்த உதுமான் என்பவரின் மகன்
29.wav,திருச்சி வழியாக இயக்கப்படும் ரயில்களில் குற்ற சம்பவங்களை தடுக்க ரயில்வே போலீஸாா் ரோந்து பணிகளில் ஈடுபட்டு வருகின்றனா்
30.wav,வடக்கு மாகாணத்திற்கு விஜயம் மேற்கொண்டிருந்த ரணில் விக்கிரமசிங்க மாவட்ட செயலகங்களில் நடைபெற்ற கலந்துரையாடல்களில் முன்வைக்கப்பட்ட செயற்றிட்டங்களை நடைமுறைப்படுத்த வேண்டும்
31.wav,மன்னார் தீவு பகுதியிலுள்ள பவளபாறைகளை பாதுகாத்து சுற்றுலாதலமாக்க வேண்டும் பொதுமக்கள் வலியுறுத்தல்
32.wav,அரசு பள்ளிகளுக்கு உதவிட முன்வாருங்கள் பொதுமக்களுக்கு பள்ளி கல்வித்துறை அமைச்சர் செங்கோட்டையன் வேண்டுகோள்
33.wav,ஒரே நேரத்தில் பல ஹெலிகாப்டர்கள் உடல்களை எடுத்துச் சென்றுள்ளதால் சீனாவில் பலி எண்ணிக்கை அதிகமாக இருக்கும் என்று கூறப்படுகிறது
34.wav,மஹாளய அமாவாசையை முன்னிட்டு மயிலாப்பூர் கபாலீஸ்வரர் கோவில் குளக்கரையில் மூதாதையர்களுக்கு தர்ப்பணம்
35.wav,ஈரோடு மாவட்டம் கோபிசெட்டிபாளையம் அருகே உள்ள கொப்பளூா் கல்லுமடைப்புதூாில் சாலையோர மரத்தில் காா் மோதி விபத்துக்குள்ளானது
36.wav,இளைஞர்களது கோபத்தை அமுதர் அலட்சியம் செய்தமைக்கு ஒரு காரணம் இருக்கின்றது
37.wav,நோயின் பாதிப்பிலிருந்து விடுபட ஸ்டார் பழத்தை இரவு உணவுக்குப் பின் இரண்டு துண்டுகள் சாப்பிட்டு வந்தால் மூல நோயின் தாக்கம்
38.wav,இராணுவச் செலவீனங்களுக்கு அதிக நிதி ஒதுக்கும் நாடுகளில் முதலிடம் பிடித்த இலங்கை
39.wav,அதனால் தேவர்களான எங்களுக்கு பெரும் ஆபத்து வரும் என்று அஞ்சுகிறோம்
40.wav,தக்கலை அருகே பைக் மீது லாரி மோதி வங்கி ஊழியர் பலி
41.wav,இந்த கட்டிடத்தை திரைப்பட டிசைனர் ஒருவரும் கட்டிட கலை நிபுணர் ஒருவரும் டிசைன் செய்தனர் என்பது குறிப்பிடத்தக்கது
42.wav,இனங்களுக்கு இடையில் நல்லிணக்கத்தை ஏற்படுத்தும் நோக்கில் தேசிய நல்லிணக்க வாரம்
43.wav,கலை பண்பாட்டுத்துறை சார்பில் ராமநாதபுரம் கௌரிவிலாஸ் அரண்மனையில் உள்ள மாவட்ட அரசு இசைப்பள்ளியில் சனிக்கிழமை
44.wav,இதற்காக அமெரிக்காவில் உள்ள பல நிறுவனங்களுக்கு சிறிலங்கா அரசாங்கம் நிதி வழங்கி வருவதா
45.wav,யானைகளை கொண்டு செல்ல குஷன் உள்ளிட்ட சிறப்பு வசதி கொண்ட லாரிகளை கொள்முதல் செய்ய உயர்நீதிமன்றம் ஆணை
46.wav,தமிழீழ விடுதலைப் போராட்டத்தின் அதியுச்ச நிலையை உலகறியச் செய்த தாக்குதல்களை வழிநடத்திய உத்தம வீரன் தான் கேணல் சாள்ஸ்
47.wav,அதிகம் மாட்டுப்பால் சாப்பிடுவதும் அதிகமாக எலும்பு முறிவுக்கு உள்ளாவதும் தொடர்புடையது என்று இந்த அட்டவணை கூறுகிறது
48.wav,இந்த ஒரு வருடத்தை நான் இத்தகைய சூழலில் எப்படி கடப்பேன் என்பது இனிதான் தெரியும்
49.wav,பிரபுல் படேல் மீது வழக்கு பதிவு செய்ய ஆம் ஆத்மி கோரிக்கை
50.wav,பாலியல் வன்கொடுமை வழக்கில் விசாரணைக்கு அஜராகாத போலி சாமியார் நித்தியானந்தாவுக்கு பிடிவாரண்ட் பிறப்பித்து நீதிமன்றம் உத்தரவு
51.wav,இந்தியாவின் முன்னாள் வெளியுறவு செயலாளர்களான லலித் மண்சிங் மற்றும் பேராசிரியர் சுக் டியோ முனி ஆகியோர்
52.wav,ஆனால் இங்குள்ள யோகம் என்பது யோகம் என்னும் நடைமுறையைச் சுட்டுகிறது
53.wav,தடையை மீறி விற்பனை செய்யும் கேண்டீன் நிர்வாகம் மீது கடும் நடவடிக்கை எடுக்கப்படும் என்றும் எச்சரிக்கை
54.wav,ஹேமந்த் சோரனுக்கு ஆளுநர் திரெளபதி முர்மு பதவி பிரமாணம் செய்து வைக்கிறார்
55.wav,அட்டன் குடகாம குப்பைமேட்டில் குழி தோண்டுவதற்கு எதிர்ப்பு தெரிவித்து பொது மக்கள் வீதியை மறித்து ஆர்ப்பாட்டம்
56.wav,ஸ்மார்ட் வழிகள் ஒரு மோசமான சூழ்நிலை ஒரு சிறிய எளிதாக செய்ய
57.wav,மாணவர்களைச் சந்தித்த பொலிஸ் அத்தியட்சகர் வளாகத்தில் மத தலங்கள் அமைப்பதற்காக ஒதுக்கப்பட்ட
58.wav,ஒரு சினிமாவில் ஒரு குளிர்கால பெண் கோட் மாதிரிகள்
59.wav,அதுமட்டுமின்றி இந்த படத்தில் நடித்த அனைவருமே திரையுலகில் தங்களுக்கென ஒரு இடத்தை பிடித்து நல்ல நிலையில் உள்ளனர் என்பது குறிப்பிடத்தக்கது
60.wav,இந்த சூழலில் அக்டோபர் இறுதி வரை உள்ளாட்சி தேர்தல் நடத்த வாய்ப்பில்லை என தமிழக தேர்தல் ஆணையம் கூறியுள்ளது
61.wav,ஒப்பந்தப்படி பாஜகவுக்கு ஆட்சியை தராமல் ஏமாற்றியபோது நல்லா இருந்ததா இதுவும் வேண்டும் இதற்கு மேலும் வேண்டும் அனுபவி
62.wav,காவல் அதிகாரி மரணத்திலும் அரசியல் செய்ய வேண்டும் என உள்நோக்கம் கொண்டுள்ளார் ஸ்டாலின்
63.wav,பழைய வாகனங்களை விற்று புதிய வாகனங்கள் வாங்குவது தொடர்பாக விரைவில் கொள்கை அறிவிக்கப்படும்
64.wav,சோலைமலை நம்பிக்கு நான் நூறு தடாக்களில் வெண்ணையும் நூறு தடாக்களில் அக்கார அடிசிலும்
65.wav,காணாமல் போனோர் தொடர்பான பிரச்சினைக்கு தீர்வு மற்றும் படையினர் வசமுள்ள காணிகளை விடுவிக்குமாறு கோரி கிளிநொச்சியில்
66.wav,சாமானிய மக்களும் செலவழிக்கக் கூடிய கட்டணத்தில் விரைவான நீதி கிடைப்பதை உறுதி செய்வது
67.wav,ஆய்வின்படி அரசியல் அல்லது பொருளாதாரப் பிரச்சினைகள் உள்ள பல நகரங்களில் விலைவாசி குறைந்து வருவது கண்டறியப்பட்டுள்ளது
68.wav,செலுத்த வேண்டிய தொகைக்கான ஒப்புச்சீட்டு தொடர்பான எல்லா அசல் சான்றிதழ்களும் அங்கீகரிக்கப்பட்ட வணிகரால் வழங்கப் பட்டுள்ளன எனும் விவரம்
69.wav,மாணவர் தனது உயர்நிலை பள்ளி ஆங்கில பாடத்திட்டத்திற்கு தயார் செய்வதற்கு வாராந்திர பாடம் திட்டமிடப்பட்டுள்ளது
70.wav,அதே நேரம் அப்படி ஏதும் எண்ணம் இல்லை என்று ட்ரம்ப் அறிவித்துள்ளதும் குறிப்பிடத்தக்கதாகும்
71.wav,கணினியில் இருக்கும் வரைபடத்தின் படி வீட்டின் சுவர்கள் கண் முன்னே உருவம் பெறுகின்றன
72.wav,ஆனால் யாரும் யோசிக்காத குத்துச்சண்டை தான் ஒருகாலத்தில் வடசென்னையில் பிரபலம் என்கிறார் இயக்குனர்
73.wav,ரயில்வே கேட் கீப்பரை தாக்கிய விவகாரத்தில் அதிமுக எம்பி உதயகுமார் வருத்தம் தெரிவித்ததால் சமரசம் ஏற்பட்டது
74.wav,அதை காங்கிரஸ் மேலிடம் ஏற்கும் என்று தகவல்கள் வெளியாவதால் திமுக தரப்பில் பரபரப்பு ஏற்பட்டுள்ளது
75.wav,ஸ்ரீ மகாமாரி நாக அம்மன் ஆலயத்தில் பொங்கல் வைத்து வழிபாடு
76.wav,அல்லது வேறு ஏதோ கிரகத்தில் சென்று அங்குள்ள நிலப்பரப்பில் நடப்பது போல
77.wav,சுற்றுலாப்பயணிகள் தாங்கள் எடுத்த சிறந்த புகைப்படங்களை அனுப்பி வைக்குமாறு அது தெரிவித்துள்ளது
78.wav,இளைஞர்களுக்கு வேலை மற்றும் வளர்ச்சி வாய்ப்புகளை உருவாக்கும் ஒரு மண்டலம் மற்றும் ஒரு பாதை
79.wav,பொதுமக்களின் பணத்தை பயன்படுத்தி இலவச கல்வியை பெற்று பட்டதாரிகளாக வெளிவந்தவர்கள் நாட்டின் அபிவிருத்திக்கு பங்களிப்புச் செய்ய சந்தர்ப்பம் வழங்கப்பட வேண்டும்
80.wav,போதுமான ஆதரவு இல்லாத பாஜக மாநிலங்களவையில் எப்படி நிறைவேற்ற போகிறது என்பதை பொறுத்திருந்து பார்ப்போம்
81.wav,அதிக வட்டிக்கு கடன் வழங்கி மிரட்டல் விடுத்தாக தஞ்சாவூர் மாவட்டத்தில் மூன்று கடன் செயலிகள் மீது வழக்கு பதிவு
82.wav,ஈழமக்கள் ஜனநாயகக் கட்சியின் செயலாளர் நாயகம் டக்ளஸ் தேவானந்தா அமைச்சராகப் பதவியேற்றுள்ள நிலையில் யாழப்
83.wav,டில்லியின் பாதிப்பு குறித்த நிலைமைகளை முதல்வர் கெஜ்ரிவால் அவ்வப்போது ஆய்வு செய்து நடவடிக்கையை
84.wav,ஆந்திர மாநிலத்தில் அமைக்கப்பட உள்ள புதிய தலைநகர் அமராவதியில் மாபெரும் சர்வதேச விமான நிலையம் ஒன்றினை அமைக்கப்படும்
85.wav,சிதம்பரம் ரோட்டரி சங்கம் சார்பில் வெள்ளத்தில் பாதிக்கப்பட்ட குடும்பங்களுக்கு உணவு வழங்கல்
86.wav,இவை தவிர்த்து பிற மாநிலங்களிலிருந்து வருவோரில் நோய் அறிகுறி உள்ளோருக்கு மட்டும் பரிசோதனை செய்தால் போதும்
87.wav,இது தொடர்பில் கீழே தரப்பட்டுள்ள தொலைபேசி இலக்கத்திற்கு தொடப்பு கொள்ளுமாறும் கேட்டுக்கொள்ளப்பட்டுள்ளது
88.wav,பிரபல ரவுடி மீது வெடிகுண்டு வீசி படுகொலை ஒரே வாரத்தில் இரண்டு ரவுடிகள் படுகொலை செய்யப்பட்டனர்
89.wav,பன்னங்கண்டி பிரதேச மக்களின் போராட்டம் நான்காவது நாளாகவும் தொடர்கின்றது
90.wav,இலங்கை படையினர் போர் குற்றங்களில் ஈடுபட்டமை தொடர்பில் ஜெர்மனியில் வழக்கு விசாரணை
91.wav,இவ்வருடம் நடைபெற்ற இந்த திருவிழாவில் நேர்த்திக்கடன் செய்த பக்தர்களின் படங்களை துணிச்சலான மனம் உள்ளவர்கள் மட்டும் பார்க்கவும்
92.wav,மேலும் நீங்கள் கட்சியை விட்டு வெளியேறுவீா்களா என்று வினவிய போது நானாக கட்சியை விட்டுவிலக மாட்டேன் என்றும் பதிலளித்தாா்
93.wav,இந்த நிலையில் இன்று மாலை தேர்தல் தேதியை தேர்தல் அறிவிக்க உள்ளது என்பது குறிப்பிடத்தக்கது
94.wav,சர்வதேச தொழில் தாபனத்தின் நூற்றாண்டு நிறைவை முன்னிட்டு ஜனாதிபதி தலைமையில் விசேட வைபவம்
95.wav,எனவே மாணவர்களாகிய நீங்களும் சிறந்த சட்டத்தரணிகளாக உருவாக தனது வாழ்த்துக்களை தெரிவித்துக்கொள்வதாக மாகாண சபை உறுப்பினர் லாஹீர் இதன்போது தெரிவித்தார்
96.wav,இந்த ஒவியமே யுத்த அழிவிலிருந்த ஜெர்மனியின் மீட்சியை அடையாளப்படுத்தும் விதமாகவே ஒளிரும் நிலவு காட்சிப்படுத்தபட்டிருக்கிறது என்கிறார்கள் கலைவிமர்சகர்கள்
97.wav,வடக்கு மாகாண மீன்பிடி மற்றும் கிராம அபிவிருத்தி அமைச்சர் அவர்களால் கிராமங்களை நோக்கிய உதவித்திட்டம் ஆரம்பிக்கப்பட்டுள்ளது
98.wav,வடமாநிலத்தவர்கள் விற்கும் தரம் குறைந்த மெத்தையால் பக்க விளைவுகள் ஏற்படும் டாக்டர்கள் எச்சரிக்கை
99.wav,ஆந்திர அரசின் சூழ்ச்சியை தடுக்காததால் பர்கூரில் நீர் வரத்தின்றி வறண்டு கிடக்கும் ஏரிகள்
100.wav,சபரிமலை கோவிலுக்குள் அனைத்து வயது பெண்களையும் அனுமதிக்கலாம் என்ற தீர்ப்புக்கு எதிராக தாக்கல் செய்யப்பட்ட மறு ஆய்வு மனு மீதான
101.wav,கூடவே வெள்ளிக்கிழமை ரிலீசாகவுள்ள தனது நண்பரின் படத்திற்கும் தன் வாழ்த்துக்களைத் தெரிவித்துள்ளார் ஹிருத்திக்
102.wav,வெளிநாட்டு தமிழ்ச் சமூகத்தின் அரசியல் பார்வையும் விடுதலை புலிகளின் அரசியல் பார்வையும் ஒன்றுக்கொன்று முண்டு கொடுப்பதாகவும் இணைந்து செயல்படுவதாகவும் இருக்கின்றன
103.wav,ஆந்திராவில் அணையில் இறங்கிய சுற்றுலா பயணி நீரில் அடித்து செல்லப்பட்டு மாயமாகியுள்ளார்
104.wav,எரிவாயு வகைகள் அவர்களை உள்ளே வாயு அழுத்தம் மற்றும் செயல்முறை இணைப்பிறுக்கி பொறுத்து
105.wav,ஒரு நபர் ஒரு வலுவான நபராக அல்லது தேர்ந்த கொள்கையாக மாறும்போது
106.wav,பிரான்ஸ் பொருளாதாரத்தில் மாற்றங்களை ஏற்படுத்தும் ஜனாதிபதி இமானுவல் மேக்ரானின் திட்டங்களுக்கு ரயில்வே வேலை நிறுத்தம் பெரும் சவாலாக உள்ளது
107.wav,அதே மக்கள் தமிழகத்தில் அதிமுகதான் ஆள வேண்டும் என்று முடிவு செய்துள்ளார்கள்
108.wav,பிரதமரின் இந்த அறிவிப்பை ஆளும் கூட்டணியில் அங்கம் வகிக்கும் திமுக உட்பட பலர் வரவேற்றுள்ளனர்
109.wav,அந்தச் சிறுமிக்கு என்னவாகியிருக்குமோ எனப் பதற்றமடைந்த இளைஞர்கள் கொஞ்சம்கூட தாமதிக்காமல் தேடத் தொடங்கினர்
110.wav,மாதவனை அழைத்து எல்லாரையும் பற்றிக்கேட்டு அறிந்து அவரிடமிருந்தே சாம்பிளுக்கு சில எழுத்துக்களை வரவழைத்து வாசித்திருந்தார்
111.wav,கஜா புயலால் குடிசைகள் தொடங்கி அனைத்தையும் இழந்து நிற்கும் இவர்கள் இன்று ஒருவேளை உணவுக்கும் கையேந்தி காத்து நிற்கின்றனர்
112.wav,கள்ளக்காதலியை வீட்டிற்குள் சிறை வைத்து கொடுமைப்படுத்தியதாக மின்வாரிய ஊழியர் கைது
113.wav,வாலாஜாபேட்டை அரசு மகளிா் கலைக் கல்லூரி மேம்பாட்டுப் பணிகளை எம்எல்ஏ ஆய்வு
114.wav,நாட்டின் பெரும்பாலான பகுதிகளில் சேனா என்ற படைப்புழுவின் தாக்கம் பாதிப்பை ஏற்படுத்தியிருந்தது
115.wav,திமுக ஆட்சிக்கு வந்தால் மெட்ரோ ரயில் திட்டம் விரிவுபடுத்தப்படும் என திமுக தலைவர் கருணாநிதி உறுதியளித்தார்
116.wav,மருதமுனை மஸ்ஜிதுல் கபீர் ஜூம்ஆ பள்ளிவாசலின் மூன்றாவது மாடிக்கான கட்டிப்பணிகள் ஆரம்பம் நிதி உதவி வழங்கமாறு கோரிக்கை
117.wav,ராஜித சேனாரத்னவுக்கு பிணை வழங்கப்பட்டுள்ளதாக டுவிட்டரில் பதிவிட்டுள்ள ஹர்ச டி சில்வா
118.wav,சமீபத்தில் இவர் விவேக்குடன் நடித்த வெள்ளைப்பூக்கள் என்ற படம் நல்ல வரவேற்பை பெற்றது
119.wav,சர்வதேச அழுத்தங்களை மீறி தனக்கு நியமனம் வழங்கப்பட்டமை குறித்து சவேந்திர சில்வா விளக்கம்
120.wav,சாலைப் பாதுகாப்பு விழிப்புணா்வை ஏற்படுத்தும் வகையிலான சாலைப் பாதுகாப்பு வார விழாவை மாவட்ட ஆட்சியா் திங்கள்கிழமை
121.wav,நடிகர் சிவகார்த்திகேயன் நடித்துள்ள சீமராஜா படத்தை சட்டவிரோதமாக இணையதளங்கள் வெளியிடுவதற்குத் தடை விதித்து சென்னை
122.wav,தனுசு ராசிக்கார ஹீரோவுக்கு எந்த ராசிக்கார ஹீரோயின் ஜோடி சேரணும் தெரியுமா
123.wav,எல்லாம் பைபிளின் சரித்திரம் பைபிள் கையெழுத்துப் பிரதிகள் பைபிள் மொழிபெயர்ப்புகள் பைபிள் மொழிபெயர்ப்பாளர்கள் பைபிள் சரித்திரப்பூர்வமாகத் துல்லியமானது
124.wav,குடும்ப பிரச்சனையால் தனது இரண்டு மகள்களையும் கொலை செய்துவிட்டு தந்தை தற்கொலை
125.wav,உண்மை என்னவென்றால் எந்த மொழியையுமே கற்கும் ஆற்றலோ ஆர்வமோ இல்லாத கூட்டம் இந்த கருஞ்சட்டை கூட்டம்
126.wav,ஆனால் கிழக்கு தமிழர் ஒன்றியத்தின் அமைப்பாளர்கள் அரசியல் கட்சிகளை சாராத நடுநிலையாளர்கள் என சொல்ல முடியாது
127.wav,இதன் பின்னர் இந்த படத்தின் படப்பிடிப்பு நெய்வேலியில் நடந்து வருவது அந்த பகுதி மக்களுக்கே பலருக்கு தெரிய வந்தது
128.wav,உள்ளரங்க மழைக்காடு கொண்ட புதிய அலுவலகத்தை திறந்து அமேசான் நிறுவனம் அசத்தல்
129.wav,குடியுரிமை திருத்தச் சட்டத்திற்கு எதிராக பீம் ஆர்மி தலைவர் போராட்டம்
130.wav,ஓய்வு பெறும் நிலையில் அரசுப் பேருந்து ஓட்டுநரிடம் வசூலித்த பணத்தை திரும்ப வழங்க நீதிமன்றம் உத்தரவு
131.wav,இந்த புகாரின் பேரில் கலவை போலீசார் வழக்கு பதிவு செய்து விசாரணை நடத்தி வருகின்றனர்
132.wav,உலகக் கெரம் சாம்பியன்ஷிப் பிரதிநிதித்துவப்படுத்திய இலங்கை அணிக்கு விமானப்படையின் மூன்று விமான்னடை விரர் வீராங்களைகள்
133.wav,இறையமங்கலம் பெருமாள் மலையில் நடந்த பரமபத வாசல் திறப்பு நிகழ்ச்சியில் அருள்மிகு பிரசன்ன வெங்கடேசப்
134.wav,உங்கள் வீட்டு அலுவலகம் ஒரு ஒப்பனை கொடுக்க சிறந்த வடிவமைப்பு வடிவமைப்புகள்
135.wav,இறந்தவர்களின் உடல்களில் காயங்கள் இல்லை என்பதால் அனைவரும் தற்கொலை செய்திருக்கலாம் என போலீசார் தற்கொலை வழக்காக பதிவு செய்து
136.wav,ஊழல் வழக்கில் குற்றம்சாட்டப்பட்டுள்ள லீ ஜே யோங்கை கைது செய்யவதற்கு அனுமதி வழங்கக் கோரி நீதிமன்றத்தில் அரசு தரப்பில் வாதிடப்பட்டது
137.wav,இந்த விடயங்களை உள்ளடக்கியதாக இதுவரை நடத்தப்பட்ட பேச்சுக்களில் எந்த இணக்கப்பாடும் எட்டப்படவில்லை
138.wav,இதன் போது பாடசலைகளுக்கு விசேட கணித பாட வழிகாட்டி நூல் ஒன்றும் வழங்கப்பட்டன
139.wav,ரஷ்யாவில் கொரோனா தடுப்பூசி செலுத்தும் பணியை மிகப்பெரிய அளவில் தொடங்குமாறு புடின் உத்தரவு
140.wav,நமது ராணுவ வீரர்கள் பெற்ற வெற்றியை கூட எதிர்க்கட்சிகள் ஏற்க மனமில்லை
141.wav,இடம்பெயர்ந்தவர்களது மீள் குடியேற்றத்தை வலியுறுத்தி அம்மக்கள் இப்போராட்டத்தில் கலந்து கொள்வதனை தடுப்பதற்காக
142.wav,காவிரி விவகாரத்தை சினிமாவுடன் கலக்கும் கர்நாடகா திரைப்பட வர்த்தக சபையின் விஷமம்
143.wav,இதுவரை இல்லாத உச்சபட்ச விற்பனையை பதிவு செய்த மாருதி வேகன் ஆர்
144.wav,அமைச்சர் விஜயபாஸ்கர் பற்றி சமூக வலைத்தளங்களில் அவதூறு பரப்பியதாக அமமுக பிரமுகர் கைது
145.wav,விண்ணப்பங்கள் விநியோகம் ஆதரவற்றோர் காப்பகத்தில் பாலியல் வன்கொடுமை கலெக்டரிடம் விசிக புகார்
146.wav,உயா்நீதிமன்றம் விதித்த தடையை மீறி சரள் மண் அள்ளுவதை கண்டித்து நூதன போராட்டம்
147.wav,சாலை விரிவாக்க பணிக்கு கட்டிடங்களை இடிக்காமல் பறக்கும் பாலம் கட்ட வேண்டும்
148.wav,பதில் ஒவ்வொரு எழுத்தையும் எழுதுவதற்கு பதிலாக வாய்வழி கேள்விகளுக்கு பதிலளிக்க மாணவர் அனுமதிக்கட்டும்
149.wav,சாமுண்டீஸ்வரி கோயிலுக்கு வந்த நடிகர் சுதீப்புடன் செல்பி எடுக்க குவிந்த ரசிகர்கள்
150.wav,பிரதமர் சொல்வதை மற்ற அமைச்சர்கள் கேட்பதில்லை என்று கூறப்படுவதை நான் ஏற்கவில்லை
151.wav,தாய்லாந்தில் தயாரிக்கப்படும் பெட் உணவுகள் அமெரிக்காவை விட அதிகமான ஆய்வுக்கு உட்பட்டுள்ளன
152.wav,கணவர் அடித்து உதைப்பதாக முன்னாள் உலக அழகி யுக்தா முகி போலீசில் புகார்
153.wav,சாலையில் புழுதி பறப்பதால் பொதுமக்கள் ஆத்திரம் கல்குவாரி லாரிகளை சிறை பிடித்து சாலை மறியல்
154.wav,தனக்கு வாழ்வளித்த இயக்குநரை டாப்ஸி அவமதித்து விட்டார் எனப் பலவாறாகப் பேசிப் பேசி ஓய்ந்தனர்
155.wav,மட்டக்களப்பு மாவட்டத்தில் தற்போது காலநிலை சீராக காணப்படுவதனால் சகல இன மதத்தவர்களும் வெகு சிறப்பாக நேற்று பட்டிப்பொங்கல் திருவிழாவை கொண்டாடியுள்ளனர்
156.wav,சுண்ணாம்பு மற்றும் ஸ்டாலாக்டைட்டுகள் போன்ற புவியியல் அம்சங்களை உருவாக்க சுண்ணாம்புகளை கரைக்க இது பொறுப்பு
157.wav,உங்கள் ராசிப்படி எந்த மாதம் உங்களுக்கு சோதனைகள் நிறைந்த மாதமாக இருக்கும் என்று பார்க்கலாம்
158.wav,மிகவும் அற்ப்புதமான பணி மக்களுக்கு தெரியபடுத்தி தெளிவு படுத்தியமைக்கு மிக்க நன்றி
159.wav,அகரம் முத்தாளம்மன் கோவில் தேர் திருவிழா மக்கள் வெள்ளத்தின் ஒரு பகுதி
160.wav,நம் மனம் சாந்தமாக வைத்துக்கொள்ள தினமும் யோகா செய்வதும் நல்லது
